gen,nevals,avg,std,min,max
169,16,71.8125,10.28481131329107,50.0,92.0
170,16,65.375,8.358192089202067,50.0,82.0
171,16,70.0,8.638576271585498,55.0,85.0
172,16,67.25,7.611668673819165,55.0,82.0
173,16,66.75,8.242420760917268,54.0,83.0
174,16,69.125,6.650892797211514,52.0,80.0
175,16,67.625,6.223694642252301,55.0,82.0
176,16,70.125,8.513775601928911,51.0,81.0
177,16,67.6875,6.079872017567475,58.0,80.0
178,16,72.3125,7.895558482463416,54.0,90.0
179,16,69.0625,6.199483345408712,59.0,81.0
180,16,69.375,7.227335262736882,59.0,85.0
181,16,70.375,7.573597229850555,61.0,85.0
182,16,68.5625,7.35670400043389,57.0,84.0
183,16,72.75,7.0400639201643616,63.0,88.0
184,16,69.0,8.344159634139318,51.0,83.0
185,16,69.8125,7.827984654430539,58.0,84.0
186,16,67.25,7.224091638399945,57.0,83.0
187,16,67.9375,6.3587415225027035,55.0,78.0
188,16,68.625,6.372548548265443,57.0,88.0
189,16,68.25,7.075485849042453,59.0,88.0
190,16,69.125,6.13264828601804,59.0,83.0
191,16,67.4375,10.879848057303006,49.0,93.0
192,16,70.4375,6.735806837343245,57.0,83.0
193,16,70.125,7.631145064798598,58.0,88.0
194,16,69.3125,8.137250380196003,54.0,83.0
195,16,68.375,7.920503456220444,57.0,86.0
196,16,67.6875,7.472606222062019,51.0,79.0
197,16,66.4375,5.733331819282745,59.0,82.0
198,16,67.4375,6.451441214953446,54.0,78.0
199,16,71.3125,6.554757337232249,59.0,81.0
200,16,68.0625,8.065890759860315,47.0,82.0
201,16,67.375,7.0787975673838845,53.0,82.0
202,16,72.5625,3.999511688944039,66.0,81.0
203,16,68.8125,6.105517484210491,59.0,80.0
204,16,67.125,8.71690168580557,51.0,84.0
205,16,71.625,5.743202503830071,60.0,79.0
206,16,63.8125,6.993021074614319,53.0,78.0
207,16,72.125,8.32071962032131,56.0,86.0
208,16,72.125,9.040706554246743,54.0,92.0
209,16,64.0,7.599342076785332,50.0,76.0
210,16,69.75,9.350802104632521,57.0,87.0
211,16,69.3125,6.341517464298273,61.0,81.0
212,16,73.4375,8.652808431370707,60.0,91.0
213,16,67.9375,9.017127799360503,49.0,87.0
214,16,70.1875,10.113226179118115,55.0,92.0
215,16,67.9375,6.407698007084916,58.0,80.0
216,16,70.9375,7.41172002641762,61.0,83.0
217,16,69.9375,10.225389662501865,55.0,98.0
218,16,68.0625,8.444441588998055,50.0,86.0
219,16,66.375,7.296189073756244,55.0,79.0
220,16,66.4375,9.373958275456532,52.0,84.0
221,16,68.8125,7.358827607030892,54.0,88.0
222,16,70.5,7.558108228915487,58.0,82.0
223,16,69.25,9.065732182234372,56.0,86.0
224,16,65.5625,7.432771606204512,52.0,78.0
225,16,71.125,6.283659363778403,59.0,81.0
226,16,68.4375,9.816878004233322,54.0,86.0
227,16,68.6875,9.628854747580316,54.0,91.0
228,16,70.375,7.347406004842798,53.0,85.0
229,16,67.125,10.647035972513665,53.0,95.0
230,16,64.9375,9.633721697765615,48.0,85.0
231,16,73.5,11.146748404803978,56.0,92.0
232,16,66.9375,9.549010092674528,49.0,82.0
233,16,69.6875,7.78394782549318,55.0,82.0
234,16,66.9375,8.598464615848576,57.0,82.0
235,16,68.0625,7.50390523327687,56.0,82.0
236,16,67.6875,6.458702946412693,57.0,79.0
237,16,73.1875,7.256193475232038,61.0,84.0
238,16,67.375,8.499080832654787,48.0,86.0
239,16,69.875,7.415144974981946,54.0,79.0
240,16,64.1875,7.046441921281974,53.0,80.0
241,16,70.1875,5.162590798232996,60.0,80.0
242,16,66.9375,7.90939907641535,47.0,77.0
243,16,64.8125,6.578551797318313,52.0,74.0
244,16,68.1875,7.510149382668763,52.0,84.0
245,16,69.375,6.183395103015818,54.0,80.0
246,16,69.125,4.702060718451007,56.0,76.0
247,16,67.0625,5.043172984342298,56.0,73.0
248,16,70.25,5.494315243958978,63.0,80.0
249,16,68.0,7.697402159170326,52.0,81.0
