gen,nevals,avg,std,min,max
191,16,71.125,10.252286330375288,56.0,92.0
192,16,73.6875,9.458585716162856,58.0,91.0
193,16,74.125,8.447447839436476,58.0,88.0
194,16,71.625,8.222492018846841,59.0,88.0
195,16,70.75,11.22775578644281,55.0,97.0
196,16,75.3125,12.52856112049584,52.0,97.0
197,16,78.625,10.361436917725262,57.0,103.0
198,16,72.25,7.2844011421667325,62.0,89.0
199,16,71.4375,11.66173630940093,54.0,90.0
200,16,75.25,7.854139036202504,57.0,92.0
201,16,72.0625,9.902453925669132,56.0,90.0
202,16,71.0,7.794228634059948,55.0,88.0
203,16,74.6875,5.730605879835045,63.0,84.0
204,16,71.375,9.177928687890313,56.0,85.0
205,16,75.5625,12.469807286000854,59.0,100.0
206,16,73.5,8.170067319184096,59.0,90.0
207,16,72.75,6.349212549600147,57.0,83.0
208,16,74.625,10.469449603489192,54.0,92.0
209,16,74.625,8.176758220713145,56.0,87.0
210,16,72.75,9.666307464590602,59.0,90.0
211,16,72.875,7.372881051529314,59.0,82.0
212,16,72.5,11.280514172678478,55.0,95.0
213,16,69.25,7.595228765481656,53.0,79.0
214,16,73.5,7.458216945088149,62.0,91.0
215,16,70.375,8.752678161568607,57.0,93.0
216,16,71.5625,7.84194451332066,52.0,79.0
217,16,76.3125,6.770512812926359,62.0,85.0
218,16,73.8125,5.854685623498498,64.0,82.0
219,16,75.5,6.4031242374328485,61.0,85.0
220,16,76.0,8.411301920630361,60.0,93.0
221,16,73.3125,7.234628100324162,55.0,84.0
222,16,76.75,8.347903928532,58.0,92.0
223,16,72.1875,5.445396564989551,62.0,81.0
224,16,70.5625,8.781861633503457,55.0,85.0
225,16,72.75,7.403546447480424,61.0,88.0
226,16,70.625,6.223694642252301,58.0,82.0
227,16,70.1875,8.472151069828724,57.0,89.0
228,16,75.125,8.476990916592987,60.0,89.0
229,16,71.6875,6.429606811462113,62.0,87.0
230,16,76.6875,9.491566980746645,61.0,95.0
231,16,77.6875,7.791973033192556,66.0,93.0
232,16,73.1875,8.427772170034023,60.0,90.0
233,16,73.8125,10.701744892773327,57.0,97.0
234,16,70.625,7.6882621573408905,59.0,88.0
235,16,73.25,8.814051281902097,54.0,90.0
236,16,75.1875,10.932856157015879,53.0,94.0
237,16,71.1875,7.931099781871364,56.0,87.0
238,16,72.0,7.582875444051551,55.0,82.0
239,16,73.0,6.557438524302,58.0,82.0
240,16,72.875,7.920503456220444,61.0,85.0
241,16,74.5625,6.072157256692221,65.0,88.0
242,16,70.625,10.658769863356653,53.0,93.0
243,16,74.5625,7.5330003152794305,63.0,89.0
244,16,74.5625,7.415935123098098,64.0,92.0
245,16,76.4375,7.976283203974142,61.0,90.0
246,16,74.125,5.218656436287025,66.0,83.0
247,16,74.8125,7.9860718598069225,60.0,91.0
248,16,76.0,11.527141883398503,60.0,107.0
249,16,71.9375,6.832539333951909,58.0,81.0
