gen,nevals,avg,std,min,max
0,16,63.6875,7.8079987032529665,48.0,76.0
1,16,70.75,5.425633603552677,57.0,78.0
2,16,70.9375,6.941440322440293,60.0,83.0
3,16,68.5,7.673004626611403,53.0,82.0
4,16,67.375,7.270445309607934,51.0,79.0
5,16,70.0,8.902246907382429,54.0,87.0
6,16,68.0,9.598176910226233,49.0,84.0
7,16,64.375,7.183966522750506,52.0,80.0
8,16,67.1875,8.27057094462045,56.0,88.0
9,16,70.875,8.290619699395215,54.0,85.0
10,16,72.5625,5.8198877781276845,62.0,84.0
11,16,70.25,10.854146673046206,57.0,100.0
12,16,67.375,9.130135541162574,53.0,83.0
13,16,66.5,7.516648189186454,53.0,80.0
14,16,67.6875,8.730111325177933,54.0,88.0
15,16,69.0625,8.562043783466656,57.0,86.0
16,16,70.375,8.866192813152667,56.0,90.0
17,16,69.5625,9.86134340493221,55.0,93.0
18,16,67.5,6.623820649745885,55.0,83.0
19,16,66.8125,6.257183371933413,56.0,77.0
20,16,66.0625,5.825254822752392,56.0,75.0
21,16,65.9375,5.868014464024437,56.0,77.0
22,16,73.6875,10.29392266096846,59.0,99.0
23,16,70.0,11.185928660598547,56.0,98.0
24,16,67.875,11.285361093026665,53.0,89.0
25,16,72.1875,7.238946314899704,60.0,87.0
26,16,71.0,7.984359711335656,54.0,89.0
27,16,70.625,7.7610807881376935,56.0,86.0
28,16,65.25,8.219641111386798,53.0,82.0
29,16,72.3125,8.41664088279879,56.0,86.0
30,16,67.125,9.64931992422264,52.0,84.0
31,16,66.875,8.061288668693114,53.0,79.0
32,16,68.3125,9.142748150857049,53.0,87.0
33,16,71.4375,8.069764169416601,57.0,86.0
34,16,71.5625,8.007564782753867,57.0,83.0
35,16,69.3125,6.89853924755089,60.0,83.0
36,16,71.375,7.696387139431072,61.0,85.0
37,16,70.4375,7.491401320847789,59.0,85.0
38,16,66.1875,8.833308765689106,52.0,79.0
39,16,70.0,7.952986860293433,55.0,88.0
40,16,72.75,7.949056547792323,62.0,91.0
41,16,66.8125,9.54737365718971,48.0,86.0
42,16,69.9375,9.175161783314778,55.0,88.0
43,16,68.375,10.792792734042473,53.0,89.0
44,16,75.25,7.917543811056558,65.0,95.0
45,16,69.375,8.395497305103492,57.0,87.0
46,16,70.6875,6.43932013103868,59.0,86.0
47,16,71.125,9.898705723477185,53.0,85.0
48,16,70.8125,10.069873075168326,56.0,93.0
49,16,69.3125,8.85097981864155,53.0,86.0
50,16,71.75,7.709571972554637,60.0,89.0
51,16,71.875,9.636356936104017,49.0,86.0
52,16,67.9375,8.70681306506577,49.0,80.0
53,16,68.5,7.245688373094719,56.0,82.0
54,16,70.5625,8.796084000849469,55.0,85.0
55,16,69.4375,10.349932064994437,48.0,89.0
56,16,67.25,6.968679932383177,58.0,82.0
57,16,74.25,8.12788410350443,61.0,86.0
58,16,70.75,5.629165124598851,58.0,85.0
59,16,68.25,7.595228765481656,60.0,81.0
60,16,70.5625,7.976283203974142,58.0,87.0
61,16,69.75,8.905756565278438,58.0,90.0
62,16,72.75,9.724325169388361,55.0,89.0
63,16,72.6875,9.628854747580316,55.0,86.0
64,16,70.375,7.622950544244663,59.0,83.0
65,16,68.625,9.040706554246743,53.0,83.0
66,16,69.125,8.030216373174511,56.0,89.0
67,16,70.8125,7.510149382668763,58.0,82.0
68,16,69.875,7.270445309607934,54.0,84.0
69,16,67.9375,7.676821852172942,54.0,79.0
70,16,67.9375,7.717421444368579,49.0,80.0
71,16,73.4375,8.046495743489833,58.0,86.0
72,16,71.9375,10.496837321307785,54.0,86.0
73,16,70.625,8.971308432999058,56.0,93.0
74,16,71.125,8.184398267435427,61.0,89.0
75,16,68.375,5.721396245672904,58.0,78.0
76,16,69.125,7.801241888314962,56.0,80.0
77,16,71.75,8.59142013871979,56.0,91.0
78,16,72.625,7.218682358990455,57.0,88.0
79,16,71.4375,8.154513704078251,59.0,87.0
80,16,67.5625,5.947360233750769,57.0,79.0
81,16,72.0,8.4335638967165,56.0,85.0
82,16,71.25,9.25,51.0,81.0
83,16,72.625,8.26041009877839,56.0,87.0
84,16,70.5,7.794228634059948,55.0,86.0
85,16,70.25,8.26513762740827,55.0,83.0
86,16,72.375,8.880280119455692,58.0,96.0
87,16,70.0625,7.869789943194164,60.0,84.0
88,16,74.4375,6.918893968691817,61.0,87.0
89,16,71.75,8.806957476904268,59.0,87.0
90,16,68.9375,6.44659551623956,55.0,80.0
91,16,71.125,7.218682358990455,60.0,87.0
92,16,69.0625,7.12801471308807,53.0,83.0
93,16,69.375,9.061422349719717,54.0,86.0
94,16,64.5625,5.915749635506899,53.0,75.0
95,16,67.5,7.271519786124493,52.0,79.0
96,16,70.0625,6.703252475477855,58.0,80.0
97,16,69.8125,8.263010574239877,55.0,81.0
98,16,71.1875,10.483431868906289,47.0,83.0
99,16,71.75,9.290452088031023,53.0,87.0
100,16,73.6875,8.121874398807211,55.0,88.0
101,16,74.1875,8.017315245766502,62.0,88.0
102,16,68.5,10.914439976471536,49.0,89.0
103,16,68.6875,9.405575141903869,53.0,82.0
104,16,71.1875,8.300743566090931,55.0,86.0
105,16,70.0,9.260129588726068,52.0,92.0
106,16,72.4375,9.31375830425076,59.0,93.0
107,16,68.125,6.808771915698161,57.0,80.0
108,16,74.4375,10.694442189754453,55.0,96.0
109,16,74.3125,8.585734898656026,61.0,88.0
110,16,71.8125,8.217502281715534,51.0,83.0
111,16,73.5,9.676001240181813,52.0,90.0
112,16,73.25,9.542667341996157,57.0,90.0
113,16,69.75,10.491067629178643,51.0,83.0
114,16,70.625,11.162856937182346,54.0,95.0
115,16,73.0,10.295630140987,49.0,91.0
116,16,72.4375,10.343891615344777,57.0,96.0
117,16,69.3125,9.2986474150814,54.0,86.0
118,16,69.5,10.142731387550397,54.0,85.0
119,16,74.9375,8.287556560892963,55.0,85.0
120,16,72.5,10.265232583823904,53.0,89.0
121,16,70.5,6.680194607943694,50.0,81.0
122,16,68.9375,7.995848532207198,56.0,92.0
123,16,71.3125,6.934684113209483,60.0,84.0
124,16,71.625,10.061529456300368,54.0,87.0
125,16,70.0,7.623975340988453,56.0,85.0
126,16,71.625,10.711413305442004,55.0,89.0
127,16,68.0625,6.4562832767777465,56.0,78.0
128,16,72.75,9.940447676035522,61.0,95.0
129,16,67.5,8.74642784226795,54.0,84.0
130,16,72.5625,8.652808431370707,60.0,88.0
131,16,74.6875,6.668196439068064,59.0,87.0
132,16,75.5,8.507349763586777,61.0,95.0
133,16,74.0625,11.965934721115605,58.0,97.0
134,16,74.625,8.702549913674726,55.0,91.0
135,16,71.25,7.611668673819165,59.0,83.0
136,16,70.25,6.514407110397691,60.0,89.0
137,16,65.1875,11.68449159142151,49.0,85.0
138,16,72.8125,10.50130200260901,56.0,94.0
139,16,72.1875,6.9751232067971385,62.0,84.0
140,16,68.5625,8.916058195749958,53.0,87.0
141,16,73.5625,9.924519824656505,57.0,94.0
142,16,71.5,9.205976319760984,56.0,88.0
143,16,72.875,7.0522602759682655,62.0,88.0
144,16,74.5,9.993748045653343,57.0,93.0
145,16,69.75,8.757139944068497,58.0,85.0
146,16,73.5625,9.24640977623207,59.0,95.0
147,16,66.75,9.659839543180828,53.0,90.0
148,16,71.4375,9.6757993855805,49.0,90.0
149,16,73.0625,8.503445992654978,63.0,93.0
150,16,73.5625,12.093225117808732,53.0,98.0
151,16,72.4375,8.667242569006593,58.0,89.0
152,16,68.75,10.680004681646913,50.0,91.0
153,16,71.6875,8.822689145039623,57.0,87.0
154,16,73.4375,11.725872835315927,56.0,92.0
155,16,72.8125,8.494253572268725,57.0,84.0
156,16,70.8125,6.444171300485424,60.0,81.0
157,16,72.4375,8.831539715700767,51.0,92.0
158,16,68.0625,7.561983453433365,56.0,86.0
159,16,69.125,9.538573006482679,51.0,85.0
160,16,67.625,9.013011427930179,52.0,86.0
161,16,70.0625,7.925187300625772,55.0,84.0
162,16,70.625,9.026869612440406,54.0,89.0
163,16,73.875,8.852083088177608,60.0,90.0
164,16,72.1875,11.22062136202804,50.0,94.0
165,16,71.3125,9.305366395258169,57.0,87.0
166,16,72.3125,11.367270725640346,48.0,91.0
167,16,70.1875,7.747731522839444,56.0,83.0
168,16,72.3125,8.629301463618013,60.0,89.0
169,16,71.125,10.172727018847993,58.0,91.0
170,16,76.8125,8.797860180180178,60.0,92.0
171,16,71.5,7.237057413065064,60.0,86.0
172,16,69.9375,8.414784236687236,58.0,86.0
173,16,67.375,8.365666440876064,54.0,88.0
174,16,72.6875,7.727538013494336,54.0,88.0
175,16,70.8125,8.285670989726782,51.0,83.0
176,16,76.5,8.154753215150045,59.0,90.0
177,16,72.375,9.252533436848527,57.0,94.0
178,16,73.0625,8.150680569743853,55.0,83.0
179,16,75.1875,9.754606283700024,58.0,95.0
180,16,67.5625,7.809999599871949,56.0,83.0
181,16,74.25,6.239991987174342,62.0,86.0
182,16,71.75,11.707369473968095,55.0,90.0
183,16,70.125,6.771955035290769,55.0,80.0
184,16,70.0,7.390872749547241,58.0,84.0
185,16,70.4375,7.697148416783971,58.0,84.0
186,16,71.6875,7.8479197084322925,62.0,84.0
187,16,69.5625,10.142538821715203,56.0,87.0
188,16,67.1875,8.669045146381462,53.0,88.0
189,16,70.5625,9.746593956352136,51.0,87.0
190,16,69.5,8.838834764831844,56.0,85.0
191,16,74.1875,8.516298711881824,60.0,97.0
192,16,74.75,7.084313657652377,57.0,85.0
193,16,70.0625,7.326908880967471,57.0,83.0
194,16,72.875,9.942805187672139,50.0,90.0
195,16,75.25,11.08208012965075,57.0,92.0
196,16,69.6875,6.798150024087436,58.0,82.0
197,16,74.75,10.848386976873567,57.0,93.0
198,16,74.0,9.611191393370543,57.0,90.0
199,16,69.5,7.097534783289195,57.0,83.0
200,16,67.625,7.712611425451175,51.0,81.0
201,16,68.3125,8.005613265078447,54.0,80.0
202,16,73.875,8.499080832654787,58.0,91.0
203,16,75.375,9.597362919052296,48.0,87.0
204,16,71.625,9.564746468150632,57.0,93.0
205,16,69.75,7.258615570478987,57.0,88.0
206,16,72.75,10.304731922762475,55.0,93.0
207,16,70.1875,7.443275068812115,55.0,82.0
208,16,71.3125,10.522112133502475,50.0,88.0
209,16,73.0,11.6081867662439,56.0,92.0
210,16,67.25,6.485560885536423,56.0,80.0
211,16,68.6875,7.927158617688939,54.0,83.0
212,16,71.5,7.14142842854285,60.0,89.0
213,16,72.5625,7.976283203974142,51.0,82.0
214,16,69.6875,10.085377719748527,57.0,96.0
215,16,74.125,11.826215582340785,58.0,106.0
216,16,73.375,8.94339840329167,55.0,92.0
217,16,69.3125,7.08624327482482,56.0,81.0
218,16,73.625,6.213644260818284,60.0,82.0
219,16,75.6875,10.444608357904091,53.0,87.0
