gen,nevals,avg,std,min,max
0,16,64.75,5.973901572674261,53.0,74.0
1,16,69.1875,7.4767869937560745,57.0,89.0
2,16,64.3125,9.744990700354721,47.0,80.0
3,16,71.375,9.426525075551435,54.0,90.0
4,16,69.1875,7.468423110001201,49.0,78.0
5,16,67.5625,7.5163883448102915,54.0,84.0
6,16,63.5625,8.328931128902436,52.0,76.0
7,16,69.125,7.296189073756244,60.0,84.0
8,16,68.375,8.030216373174511,57.0,83.0
9,16,67.6875,10.214687648185823,55.0,89.0
10,16,69.25,6.722164829874376,56.0,80.0
11,16,67.0625,10.871227794044241,54.0,88.0
12,16,73.6875,7.8159992163510355,63.0,87.0
13,16,68.375,11.368129793418088,55.0,91.0
14,16,65.125,8.207275735589734,46.0,79.0
15,16,72.0625,8.627490582434733,59.0,92.0
16,16,67.8125,8.938811092645375,55.0,84.0
17,16,68.0,6.855654600401044,56.0,78.0
18,16,63.4375,7.210831696136029,51.0,74.0
19,16,67.8125,5.8972318718191845,55.0,79.0
20,16,71.9375,8.11995035391227,56.0,90.0
21,16,67.5,7.640353394968063,55.0,81.0
22,16,70.375,6.4213997695206615,61.0,87.0
23,16,66.5625,6.4125730989985605,54.0,75.0
24,16,66.0,7.574628703771558,53.0,76.0
25,16,70.6875,8.060077155337906,57.0,85.0
26,16,72.0625,8.92656673923407,59.0,87.0
27,16,68.5,5.926634795564849,56.0,80.0
28,16,71.875,8.305683295190107,59.0,90.0
29,16,68.25,8.870597499605086,52.0,83.0
30,16,66.625,8.964339072123499,54.0,82.0
31,16,68.1875,7.350329499417016,56.0,81.0
32,16,66.1875,5.294085733155443,57.0,77.0
33,16,65.8125,9.938679175323047,46.0,86.0
34,16,71.3125,8.66543961666112,56.0,85.0
35,16,72.875,8.395497305103492,61.0,92.0
36,16,71.625,9.211914838946353,55.0,86.0
37,16,69.0,8.253787009609589,51.0,81.0
38,16,68.1875,9.54082510844843,56.0,90.0
39,16,71.0,6.882949948968102,59.0,83.0
40,16,70.5,8.916277250063503,49.0,83.0
41,16,72.125,9.78439446261239,56.0,93.0
42,16,72.3125,8.349541529329619,55.0,87.0
43,16,72.0625,7.428566062841469,60.0,85.0
44,16,68.125,6.771955035290769,54.0,81.0
45,16,70.4375,11.25815676520806,52.0,90.0
46,16,67.6875,7.8079987032529665,57.0,84.0
47,16,70.75,8.287792227125388,48.0,81.0
48,16,70.9375,5.921029787967631,58.0,80.0
49,16,68.5,9.387491677759293,50.0,86.0
50,16,69.5,6.8282501418738315,56.0,81.0
51,16,68.625,6.362733296312206,56.0,83.0
52,16,66.8125,6.2171009120007055,52.0,78.0
53,16,66.5,8.06225774829855,51.0,81.0
54,16,70.9375,8.219403491129999,61.0,89.0
55,16,68.375,7.873015622999868,55.0,82.0
56,16,67.75,6.694213919497942,56.0,77.0
57,16,65.9375,7.765860786158866,53.0,83.0
58,16,67.6875,8.787197718840746,54.0,89.0
59,16,68.25,4.562071897723665,60.0,75.0
60,16,70.4375,6.294528874347945,60.0,85.0
61,16,71.375,7.140334375923861,64.0,89.0
62,16,67.5,10.398317171542711,52.0,93.0
63,16,69.0625,10.322722206375603,49.0,90.0
64,16,67.8125,7.73966044151809,55.0,82.0
65,16,68.375,7.166545541612082,56.0,83.0
66,16,73.0,6.614378277661476,63.0,90.0
67,16,65.375,8.462232270506405,54.0,81.0
68,16,66.0,9.48024261292927,47.0,83.0
69,16,65.125,6.009107670860957,57.0,77.0
70,16,66.625,9.752403549894764,51.0,87.0
71,16,69.25,8.78564169540279,54.0,89.0
72,16,67.625,10.919449390880477,50.0,90.0
73,16,66.1875,8.70501830842417,51.0,81.0
74,16,69.375,8.652131240336105,56.0,85.0
75,16,70.8125,7.409611578888599,57.0,81.0
76,16,68.25,8.828221791504788,51.0,88.0
77,16,70.25,7.00446286306095,59.0,82.0
78,16,68.125,7.598313957714566,57.0,80.0
79,16,69.3125,8.956273988104652,55.0,89.0
80,16,72.0,6.48074069840786,64.0,83.0
81,16,69.9375,8.234597364170272,58.0,92.0
82,16,69.0625,9.209158145563578,52.0,86.0
83,16,71.3125,9.358944585261737,53.0,85.0
84,16,66.6875,5.346947142996647,57.0,75.0
85,16,64.25,8.15858443604036,45.0,75.0
86,16,71.625,10.17886904326802,55.0,85.0
87,16,72.0,9.394147114027968,55.0,87.0
88,16,69.625,6.771955035290769,57.0,84.0
89,16,70.8125,8.16408866622601,53.0,83.0
90,16,70.625,9.809912079116714,51.0,88.0
91,16,70.75,8.51836251870041,53.0,85.0
92,16,71.875,7.431983248097374,52.0,85.0
93,16,70.3125,7.294850495383713,58.0,85.0
94,16,73.375,6.688376110835873,60.0,85.0
95,16,70.6875,9.54409994446831,52.0,92.0
96,16,68.375,5.721396245672904,59.0,78.0
97,16,68.5625,8.838613791200519,52.0,85.0
98,16,70.75,8.656644846590392,53.0,89.0
99,16,74.9375,7.092855119766652,61.0,88.0
100,16,71.6875,7.662561174307191,55.0,88.0
101,16,69.5,6.41287766919033,60.0,84.0
102,16,66.8125,8.889732490350877,51.0,83.0
103,16,69.5625,9.06206895526623,53.0,85.0
104,16,63.6875,8.86509129958626,51.0,79.0
105,16,75.375,6.152997237119484,60.0,84.0
106,16,72.125,8.207275735589734,57.0,86.0
107,16,70.25,11.718041645257966,56.0,95.0
108,16,68.5625,6.020472884250871,58.0,84.0
109,16,68.875,7.744958037329835,55.0,81.0
110,16,69.25,7.428828979051813,59.0,87.0
111,16,69.3125,8.99804666302637,49.0,92.0
112,16,68.875,8.87323926196065,52.0,84.0
113,16,67.875,7.321842322803735,54.0,83.0
114,16,68.125,5.666513478321568,55.0,76.0
115,16,68.1875,7.204328126203026,57.0,84.0
116,16,73.4375,8.710401468933565,57.0,93.0
117,16,68.25,7.741931283601011,57.0,86.0
118,16,72.3125,7.8479197084322925,59.0,89.0
119,16,69.5,11.586630226256467,49.0,92.0
120,16,71.4375,8.565692835375314,60.0,92.0
121,16,70.625,8.476990916592987,58.0,86.0
122,16,68.3125,9.55064624776774,53.0,91.0
123,16,67.25,8.742854225022855,52.0,86.0
124,16,70.875,9.662265521087692,56.0,96.0
125,16,68.9375,9.263292813573369,54.0,89.0
126,16,66.0625,6.768204617917517,58.0,79.0
127,16,65.6875,8.963249619976006,53.0,91.0
128,16,72.1875,6.287077520597308,59.0,84.0
129,16,71.25,7.101936355670896,53.0,83.0
130,16,70.375,8.745534574855903,52.0,91.0
131,16,68.5625,8.587554584979358,51.0,87.0
132,16,70.75,8.181534085976786,54.0,82.0
133,16,72.5,10.301698889018258,56.0,89.0
134,16,75.6875,7.497655883674577,61.0,88.0
135,16,68.0625,11.813492021836726,52.0,92.0
136,16,68.125,9.393315442377094,57.0,96.0
137,16,66.3125,9.378957498037828,51.0,83.0
138,16,70.625,7.069962871189636,57.0,84.0
139,16,72.0,6.809919235938118,60.0,85.0
140,16,68.9375,8.481367445760148,56.0,86.0
141,16,71.0,8.48528137423857,56.0,89.0
142,16,66.5,6.837397165588672,51.0,80.0
143,16,69.875,6.352902879786531,58.0,82.0
144,16,68.75,6.905613658466566,58.0,82.0
145,16,69.9375,9.243029468199266,56.0,88.0
146,16,67.5625,5.852016212383558,58.0,76.0
147,16,71.6875,7.413827874317018,58.0,86.0
148,16,66.4375,6.254685743504624,56.0,77.0
149,16,66.9375,7.51222961243864,54.0,82.0
150,16,69.4375,6.123405404674755,54.0,83.0
151,16,65.625,6.854514935427598,52.0,80.0
152,16,71.75,8.325412902673357,59.0,90.0
153,16,70.4375,7.008644216251814,60.0,82.0
154,16,68.3125,8.013416484246903,53.0,87.0
155,16,71.3125,8.801411463509702,60.0,94.0
156,16,69.5,7.721722605740251,54.0,78.0
157,16,68.375,8.637671850678283,49.0,83.0
158,16,67.625,6.527585694573454,55.0,78.0
159,16,73.3125,9.392275749252681,55.0,96.0
160,16,72.5625,7.035346029158765,62.0,85.0
161,16,70.9375,7.995848532207198,57.0,82.0
